gbs_customer_number,gbs_customer_name,risk_class,gbs_payment_term,order_number,invoice_number,item_family_name,item_product_type,collector_code,gbs_document_date,gbs_due_date,gbs_clearing_date,payment_days,days_to_pay,customer,gbs_amount_paid,bill_location_country_cd,ship_type,order_type_description,route_description,sales_rep_name,business_unit,reason_coding,invc_rjctn_sts,invc_rjctn_desc,trx_type,amnt_categ,product_category,biczincotrm
AU12_1000475255,COMMONWEALTH BANK OF AUSTRALIA,LOW,,,A2400661530205PC,,,AU002,2015-10-30 00:00:00,2015-10-30 00:00:00,2015-10-30 00:00:00,0.0,0.0,Good,-12083,,,,,,AU12,,,,,Low Pay,,
IE10_1000054292,CHANGHONG IT INFORMATION PRODUCTS CO. LTD.,LOW,LC07,310214384.0,3700193279,CUSTOMER SERVICE,CS SOFTWARE,CN001,2017-02-23 00:00:00,2017-05-04 00:00:00,2017-03-12 00:00:00,-52.0,70.0,Good,114326,CN,,EMC Std. Sales Order,,"ZHAO, ANDREW",IE10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
KR10_1000198426,JC1 CORPORATION,MED,NT07,40609637.0,4700020242,SYMMETRIX,CS HARDWARE,KR001,2015-12-24 00:00:00,2016-01-23 00:00:00,2016-03-02 00:00:00,39.0,30.0,Bad,12385,KR,,Service and Maint.,,,KR10,,0.0,,PROCESSED,Low Pay,RENEWAL,
KR11_1000329327,"AZWELL PLUS CO.,LTD",EXL,LC08,310421515.0,2230016919,,HARDWARE,KH001,2017-10-07 00:00:00,2018-01-15 00:00:00,2017-11-01 00:00:00,-75.0,100.0,Good,872688,KR,Truck,EMC Std. Sales Order,IE to KR - 5 - 7 Day Ground Direct,"SHIN, SEUNG YEOP",KR11,,,,,High Pay,Product PS level 1,Ex Works
KR10_1000033899,"KOLON BENIT CO.,LTD",HI,NT07,40669482.0,4700023115,SYMMETRIX,CS SOFTWARE,KR001,2016-06-30 00:00:00,2016-07-30 00:00:00,2016-06-30 00:00:00,-30.0,30.0,Good,1818,KR,,Service and Maint.,,,KR10,,,,,Low Pay,RENEWAL,Ex Works
JP10_1000115275,CITIGROUP SERVICES JAPAN LTD.,LOW,NT12,30556230.0,4000055640,SYMSOFTWARE,SOFTWARE,JP001,2015-01-07 00:00:00,2015-03-08 00:00:00,2015-03-20 00:00:00,11.0,60.0,Good,776695,JP,,EMC Std. Sales Order,,"MATSUSHITA, KIO",JP10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
KR10_1000301360,CYBER TECH,MED,NT07,40754022.0,4700027445,SYMMETRIX,CS SOFTWARE,KR001,2017-02-24 00:00:00,2017-03-26 00:00:00,2017-03-31 00:00:00,5.0,30.0,Good,853,KR,,Service and Maint.,,,KR10,,,,,Low Pay,RENEWAL,
KR11_1000329327,"AZWELL PLUS CO.,LTD",HI,LC08,310061992.0,2230012448,CONNECTRIX,HARDWARE,KH001,2016-06-16 00:00:00,2016-09-24 00:00:00,2016-06-23 00:00:00,-93.0,100.0,Good,189135,KR,Truck,EMC Std. Sales Order,NL to KR - 5 - 7 Day Ground Direct,"SHIN, SEUNG YEOP",KR11,,,,,High Pay,Product PS level 1,Ex Works
CN10_1000199691,"SKIDMORE, OWINGS & MERRILL LLP",HI,,,SW1608-112,,,CN002,2016-08-25 00:00:00,2016-08-25 00:00:00,2016-08-25 00:00:00,0.0,0.0,Good,-4212,,,,,,CN10,,,,,Low Pay,,
JP10_1000242007,FUJITSU FSAS INC.,LOW,EO10,40909869.0,4000114790,CUSTOMER SERVICE,CS SOFTWARE,JP001,2018-05-01 00:00:00,2018-06-30 00:00:00,2018-06-25 00:00:00,-5.0,60.0,Good,28,JP,,Service and Maint.,,,JP10,,,,,Low Pay,RENEWAL,
TH10_1000008849,G-ABLE COMPANY LIMITED,HI,NT07,70166041.0,1210003786,,PROFESSIONAL SERVICES,TH001,2015-09-15 00:00:00,2015-10-15 00:00:00,2018-03-30 00:00:00,897.0,30.0,Bad,4130,TH,,EMC Debit Memo Req,,,TH10,Other approvals,0.0,,INTERNAL - FULLY PROCESSED,Low Pay,PS Level 2,
JP10_1000239831,"JA MITSUI LEASING, LTD.",LOW,NT07,310310216.0,4000099092,,HARDWARE,JP001,2017-04-21 00:00:00,2017-05-21 00:00:00,2017-04-28 00:00:00,-23.0,30.0,Good,19120,JP,Truck,LeaseIssue DirFunded,IE to JP - 5 - 7 Day Ground Direct,"YAMAOKA, MANABU",JP10,,,,,Low Pay,LEASE,Delivered Duty Paid
IE10_1000494290,ECS INDO PTE LTD,HLD,NT07,30738715.0,3700149842,CONNECTRIX,HARDWARE,ID001,2015-11-13 00:00:00,2015-12-13 00:00:00,2016-01-22 00:00:00,40.0,30.0,Bad,90381,SG,Truck,EMC Std. Sales Order,NL to ID - 5 - 7 Day Ground MIT CORK,,IE10,,0.0,,PROCESSED,High Pay,Product PS level 1,Ex Works
JP10_1000240857,KANEMATSU ELECTRONICS LTD.,NEW,EO10,40816005.0,4000104184,CUSTOMER SERVICE,CS SOFTWARE,JP001,2017-08-18 00:00:00,2017-09-30 00:00:00,2017-09-29 00:00:00,-1.0,43.0,Good,12005,JP,,Service and Maint.,,,JP10,,,,,Low Pay,RENEWAL,
JP10_1000247630,ITOCHU TECHNO-SOLUTIONS CORPORATION,LOW,EO14,30740761.0,4000074131,CUSTOMER SERVICE,CS SOFTWARE,JP001,2015-12-09 00:00:00,2016-02-29 00:00:00,2016-02-29 00:00:00,0.0,82.0,Good,113138,JP,,Contract Eval,,"OTSUKA, TAKAYUKI",JP10,,0.0,,PROCESSED,High Pay,Product PS level 1,Delivered Duty Paid
IE10_1003809832,DIGITAL CHINA DATA SERVICES (HK) LIMITED,HI,NT10,310075322.0,3700172057,UNIFIED,SOFTWARE,CN001,2016-06-30 00:00:00,2016-08-14 00:00:00,2016-10-19 00:00:00,66.0,45.0,Bad,76159,CN,,EMC Std. Sales Order,,"ZHU, HAILIANG",IE10,,,,,High Pay,Product PS Level 2,Carriage and insurance paid to
IE10_1000004025,PT DIMENSION DATA INDONESIA,HLD,,30662122.0,3700136915,CUSTOMER SERVICE,CS SOFTWARE,ID001,2015-10-14 00:00:00,2015-10-14 00:00:00,2015-11-16 00:00:00,33.0,0.0,Bad,-45363,ID,,EMC Std. Sales Order,,"ANDRIA, JOHANES",IE10,,,,,Low Pay,Product PS level 1,Ex Works
KR11_1000304112,GREENBELL SYSTEMS INC.,HI,LC08,310413288.0,2230016737,CUSTOMER SERVICE,CS SOFTWARE,KR001,2017-09-19 00:00:00,2017-12-28 00:00:00,2017-10-03 00:00:00,-86.0,100.0,Good,206379,KR,,EMC Std. Sales Order,,"CHO, JINHO",KR11,,,,,High Pay,Product PS level 1,Ex Works
SG10_1000369268,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",LOW,,,3700243484,,,SG002,2017-03-13 00:00:00,2017-03-13 00:00:00,2017-03-13 00:00:00,0.0,0.0,Good,-25,,,,,,SG10,,,,,Low Pay,,
IE10_1003808194,"JOYOU DATA TECHNOLOGY LTD.,CO",HI,LC08,310076307.0,3700172167,LEGATO,SOFTWARE,CN001,2016-06-30 00:00:00,2016-10-08 00:00:00,2016-09-19 00:00:00,-19.0,100.0,Good,911861,CN,,EMC Std. Sales Order,,"WANG, WEIYUAN",IE10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
IE10_1000497085,TATA ELXSI LIMITED,HLD,NT07,40532769.0,3700137587,CUSTOMER SERVICE,CS SOFTWARE,IN001,2015-07-09 00:00:00,2015-08-08 00:00:00,2017-05-25 00:00:00,656.0,30.0,Bad,12033,IN,,Service and Maint.,,,IE10,,,,,Low Pay,RENEWAL,
IE10_1000286570,"SYSAGE TECHNOLOGY CO., LTD.",LOW,PP00,30771953.0,3700155101,CLARIION,HARDWARE,TW001,2015-12-29 00:00:00,2015-12-29 00:00:00,2016-02-04 00:00:00,37.0,0.0,Bad,5770,TW,,EMC Std. Sales Order,,"CHI, JACKY",IE10,,0.0,,PROCESSED,Low Pay,Product PS level 1,Ex Works
IE10_1003851014,JQ NETWORK PTE LTD,HI,NT12,310061504.0,3700170433,CUSTOMER SERVICE,CS SOFTWARE,IE007,2016-06-22 00:00:00,2016-08-21 00:00:00,2016-08-29 00:00:00,8.0,60.0,Good,72590,SG,,EMC Std. Sales Order,,"LAUL, RAGHAV",IE10,,,,,High Pay,Product PS level 1,Ex Works
SG10_1000129005,PTC SYSTEM (S) PTE LTD,HI,NT10,310374809.0,4500018725,CONNECTRIX,HARDWARE,SG001,2017-07-25 00:00:00,2017-09-08 00:00:00,2017-09-29 00:00:00,21.0,45.0,Bad,10134,SG,Truck,EMC Std. Sales Order,NL to SG - 5 - 7 Day Ground Direct,"PNG, FABIAN",SG10,,,,,Low Pay,Product PS level 1,Carriage and insurance paid to
IE10_1000652350,"CHANGHONG IT (HONGKONG) INFORMATION PRODUCTS CO., LIMITED",LOW,NT07,30642659.0,3700133373,VPLEX,SOFTWARE,CN001,2015-06-06 00:00:00,2015-07-06 00:00:00,2015-06-25 00:00:00,-11.0,30.0,Good,17927,HK,,EMC Std. Sales Order,,,IE10,,,,,Low Pay,Product PS level 1,Carriage and insurance paid to
KR11_1000031449,NEODIAN TECHNOLOGY,RED,LC09,310593707.0,2230018608,SYMMETRIX,SOFTWARE,KH001,2018-05-08 00:00:00,2018-10-05 00:00:00,2018-05-31 00:00:00,-127.0,150.0,Good,999800,KR,Truck,EMC Std. Sales Order,IE to KR - 5 - 7 Day Ground Direct,"LEE, HYE SUN",KR11,,,,,High Pay,Product PS level 1,Ex Works
IE10_1000117651,CADENSWORTH (INDIA) LIMITED,HI,NT07,30705924.0,3700144651,RECOVERPOINT,SOFTWARE,IE007,2015-09-25 00:00:00,2015-10-25 00:00:00,2015-12-10 00:00:00,46.0,30.0,Bad,14534,IN,,EMC Std. Sales Order,,,IE10,,0.0,,PROCESSED,Low Pay,Product PS level 1,Ex Works
IE10_1000286570,"SYSAGE TECHNOLOGY CO., LTD.",LOW,NT07,30615547.0,3700129276,POWERPATH,SOFTWARE,TW001,2015-04-15 00:00:00,2015-05-15 00:00:00,2015-05-22 00:00:00,7.0,30.0,Good,47000,TW,,EMC Std. Sales Order,,,IE10,,,,,Low Pay,Product PS level 1,Ex Works
AU12_1000177752,DEUTSCHE GROUP SERVICES PTY LIMITED,MED,NT10,320113270.0,2700063301,,HARDWARE,AU002,2018-07-28 00:00:00,2018-09-11 00:00:00,,-17.0,45.0,Good,39079,AU,,EMC Utility Charges,,,AU12,,,,,Low Pay,3rd Party HW Maint,Carriage and insurance paid to
MY10_1000634040,EXXONMOBIL EXPLORATION AND PRODUCTION MALAYSIA INC.,NEW,,,370111564,,,MY001,2018-03-29 00:00:00,2018-03-29 00:00:00,2018-03-29 00:00:00,0.0,0.0,Good,-379,,,,,,MY10,,,,,Low Pay,,
JP10_1003621362,"SUMITOMO MITSUI FINANCE AND LEASING COMPANY, LIMITED",MED,,,CXY1705005-1,,,JP001,2017-05-10 00:00:00,2017-05-10 00:00:00,2017-05-14 00:00:00,4.0,0.0,Good,-2860,,,,,,JP10,,,,,Low Pay,,
IE10_1000286570,"SYSAGE TECHNOLOGY CO., LTD.",LOW,PP00,30771953.0,3700155101,UNIFIED,SOFTWARE,TW001,2015-12-29 00:00:00,2015-12-29 00:00:00,2016-02-04 00:00:00,37.0,0.0,Bad,5770,TW,,EMC Std. Sales Order,,"CHI, JACKY",IE10,,0.0,,PROCESSED,Low Pay,Product PS level 1,Ex Works
CN10_1000462767,"SHANGHAI NANYANG WANBANG SOFTWARE TECHNICAL CO.,LTD",RED,NT07,,MA-SH17051-05,,,CN001,2018-03-01 00:00:00,2018-03-31 00:00:00,2018-03-30 00:00:00,-1.0,30.0,Good,60638,,,,,,CN10,,,,,High Pay,,
MY10_1000227657,FORMIS SYSTEMS & TECHNOLOGY SDN BHD,HI,NT07,40484038.0,4200004572,CUSTOMER SERVICE,CS HARDWARE,MY001,2015-03-19 00:00:00,2015-04-18 00:00:00,2015-04-29 00:00:00,11.0,30.0,Good,28398,MY,,Service and Maint.,,,MY10,,,,,Low Pay,RENEWAL,Ex Works
HK10_1000210789,KARIN ELECTRONIC SUPPLIES CO LIMITED,MED,NT07,310262402.0,3600014121,ISILON,HARDWARE,HK001,2017-01-14 00:00:00,2017-02-13 00:00:00,2017-03-07 00:00:00,22.0,30.0,Bad,179257,HK,,EMC Std. Sales Order,,"MOK, PETER",HK10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
KR10_1000302815,INTECH & COMPANY INC.,LOW,NT07,40687509.0,4700024266,SYMMETRIX,CS SOFTWARE,KR001,2016-08-26 00:00:00,2016-09-25 00:00:00,2016-11-02 00:00:00,38.0,30.0,Bad,2675,KR,,Service and Maint.,,,KR10,,,,,Low Pay,RENEWAL,Ex Works
IE10_1000054292,CHANGHONG IT INFORMATION PRODUCTS CO. LTD.,LOW,LC07,310361878.0,3700204049,SYMMETRIX,CS SOFTWARE,CN001,2017-06-29 00:00:00,2017-09-07 00:00:00,2017-08-15 00:00:00,-23.0,70.0,Good,358157,CN,,EMC Std. Sales Order,,"GU, TINA",IE10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
IE10_1000196276,DIGITAL CHINA TECHNOLOGY LIMITED,LOW,NT10,30648053.0,3700134019,BACKUP AND RECOVERY,SOFTWARE,CN001,2015-06-12 00:00:00,2015-07-27 00:00:00,2015-08-13 00:00:00,17.0,45.0,Bad,6720,HK,,EMC Std. Sales Order,,,IE10,,,,,Low Pay,Product PS level 1,Carriage and insurance paid to
AU12_1000177752,DEUTSCHE GROUP SERVICES PTY LIMITED,MED,,320113270.0,2700063301,,CS SOFTWARE,AU002,2018-08-09 00:00:00,2018-09-11 00:00:00,,-17.0,33.0,Good,-38158,AU,,EMC Utility Charges,,,AU12,,,,,Low Pay,3rd Party HW Maint,Carriage and insurance paid to
HK10_1000210789,KARIN ELECTRONIC SUPPLIES CO LIMITED,MED,NT07,30644081.0,3600010625,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,HK001,2015-06-09 00:00:00,2015-07-09 00:00:00,2015-08-04 00:00:00,26.0,30.0,Bad,43412,HK,,EMC Std. Sales Order,,,HK10,,,,,Low Pay,Product PS level 1,Carriage and insurance paid to
KR10_1000031449,NEODIAN TECHNOLOGY,LOW,NT07,40680829.0,4700023718,SYMMETRIX,CS HARDWARE,KR001,2016-07-26 00:00:00,2016-08-25 00:00:00,2016-09-09 00:00:00,15.0,30.0,Good,5621,KR,,Service and Maint.,,,KR10,,,,,Low Pay,RENEWAL,Ex Works
PH10_1000265190,"MSI ECS PHILS., INC",HI,,310258573.0,1250003535,CUSTOMER SERVICE,CS SOFTWARE,PH001,2017-03-24 00:00:00,2017-03-26 00:00:00,2017-05-03 00:00:00,38.0,2.0,Bad,-2055,PH,,EMC Std. Sales Order,,"ALILAM, MASHERRY",PH10,,,,,Low Pay,Product PS level 1,Ex Works
IE10_1000297533,DIGITAL CHINA TECHNOLOGY LIMITED,MED,LC07,310074297.0,3700171088,DATADOMAIN,HARDWARE,CN001,2016-06-27 00:00:00,2016-09-05 00:00:00,2016-09-15 00:00:00,10.0,70.0,Good,749515,HK,Truck,EMC Std. Sales Order,IE to CN - 5 - 7 Day Ground Direct,"WU, AMY",IE10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
IE10_1000009006,REDINGTON INDIA LTD,HI,,,08566679,,,IE007,2017-04-30 00:00:00,2017-04-30 00:00:00,2017-04-30 00:00:00,0.0,0.0,Good,-33058,,,,,,IE10,,,,,Low Pay,,
AU12_1000247859,DEPT OF IMMIGRATION AND BORDER PROTECTION,HI,NT07,310069435.0,2700049553,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,AU001,2016-11-24 00:00:00,2016-12-24 00:00:00,2016-12-20 00:00:00,-4.0,30.0,Good,21811,AU,,EMC Std. Sales Order,,"BROWNE, STEPHEN",AU12,,,,,Low Pay,PS Level 2,Delivered Duty Paid
KR11_1000370496,"INSUNG INFORMATION CO., LTD.",MED,LC08,30648160.0,2230009389,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,KH001,2015-06-17 00:00:00,2015-09-25 00:00:00,2015-06-24 00:00:00,-93.0,100.0,Good,3264,KR,,EMC Std. Sales Order,,"BYUN, JAEKEUN",KR11,,,,,Low Pay,Professional Service,Ex Works
JP10_1000242007,FUJITSU FSAS INC.,LOW,EO10,40778899.0,4000099705,CUSTOMER SERVICE,CS SOFTWARE,JP001,2017-05-01 00:00:00,2017-06-30 00:00:00,2017-06-23 00:00:00,-7.0,60.0,Good,52,JP,,Service and Maint.,,,JP10,,,,,Low Pay,RENEWAL,
JP10_1000239831,"JA MITSUI LEASING, LTD.",LOW,NT07,310123097.0,4000090596,HOST,HARDWARE,JP001,2016-10-20 00:00:00,2016-11-19 00:00:00,2016-10-25 00:00:00,-25.0,30.0,Good,789593,JP,,Lease Direct Funded,,"TANAKA, MASATOSHI",JP10,,,,,High Pay,LEASE,Delivered Duty Paid
IE10_1000274760,"JOYOU DATA TECHNOLOGY LTD.,CO",HI,,,H1506-364,,,CN001,2015-06-30 00:00:00,2015-06-30 00:00:00,2015-07-31 00:00:00,31.0,0.0,Bad,-200594,,,,,,IE10,,,,,Low Pay,,
JP10_1000413172,CTC TECHNOLOGY CORPORATION / ITOCHU TECHNO-SCIE,MED,EO10,40469219.0,4000057909,CUSTOMER SERVICE,CS SOFTWARE,JP001,2015-02-06 00:00:00,2015-03-30 00:00:00,2015-03-31 00:00:00,1.0,52.0,Good,6354,JP,,Service and Maint.,,"ICHIMA, YOJIRO",JP10,,,,,Low Pay,RENEWAL,
KR10_1000329911,"DE LAGE LANDEN CO., LTD",HI,NT07,30663377.0,4700017962,,HARDWARE,KR001,2015-09-16 00:00:00,2015-10-16 00:00:00,2015-09-17 00:00:00,-29.0,30.0,Good,45674,KR,,Lease Direct Funded,,"KIM, SANG GYUM",KR10,,0.0,,PROCESSED,Low Pay,LEASE,Ex Works
IE10_1000297533,DIGITAL CHINA TECHNOLOGY LIMITED,MED,NT10,310056020.0,3700167771,CONNECTRIX,HARDWARE,CN001,2016-05-23 00:00:00,2016-07-07 00:00:00,2016-07-31 00:00:00,24.0,45.0,Bad,31832,HK,Truck,EMC Std. Sales Order,NL to CN - 5 - 7 Day Ground Direct,"JIANG, PEIFENG",IE10,,0.0,,PROCESSED,Low Pay,Product PS Level 2,Carriage and insurance paid to
PH10_1000291621,THAKRAL INFOTECH INCORPORATED,HI,NT07,310256910.0,1250003608,SYMSOFTWARE,SOFTWARE,PH001,2017-02-17 00:00:00,2017-03-19 00:00:00,2017-03-24 00:00:00,5.0,30.0,Good,799946,PH,,EMC Std. Sales Order,,"PEJI, DEGUZMAN",PH10,,,,,High Pay,Product PS level 1,Ex Works
IE10_1000117651,CADENSWORTH (INDIA) LIMITED,HI,NT07,30619883.0,3700130365,UNIFIED,SOFTWARE,IE007,2015-04-29 00:00:00,2015-05-29 00:00:00,2015-07-27 00:00:00,59.0,30.0,Bad,28092,IN,,EMC Std. Sales Order,,"BANSAL, RISHI",IE10,,,,,Low Pay,Product PS level 1,Ex Works
JP10_1000155609,TOKYO CENTURY CORPORATION,LOW,EO10,310316454.0,4000101619,CONNECTRIX,HARDWARE,JP001,2017-06-20 00:00:00,2017-07-30 00:00:00,2017-06-21 00:00:00,-39.0,40.0,Good,842599,JP,,Lease Direct Funded,,"KANAMORI, HIROUMI",JP10,,,,,High Pay,LEASE,Delivered Duty Paid
SG10_1000201441,CITIBANK NA SINGAPORE,LOW,NT12,30714503.0,4500012730,UNIFIED,HARDWARE,SG002,2015-09-30 00:00:00,2015-12-03 00:00:00,2015-10-14 00:00:00,-50.0,64.0,Good,37438,SG,,EMC Std. Sales Order,,,SG10,Other approvals,0.0,,CBI,Low Pay,Product PS level 1,Carriage and insurance paid to
KR10_1000259030,YODA INFORMATION TECHNOLOGY,HI,NT07,70164651.0,4700017895,,CS HARDWARE,KR001,2015-08-31 00:00:00,2015-09-30 00:00:00,2015-10-13 00:00:00,13.0,30.0,Good,1996,KR,,EMC11i Field Service,,,KR10,,0.0,,PROCESSED,Low Pay,FSTM,
SG10_1000603342,TECH DATA ADVANCED SOLUTIONS (SINGAPORE) PTE LTD,NEW,NT07,310036928.0,4500014524,ISILON,SOFTWARE,SG002,2016-03-31 00:00:00,2016-04-30 00:00:00,2016-04-29 00:00:00,-1.0,30.0,Good,71815,SG,,EMC Std. Sales Order,,"QUOTA HOUSE, SINGAPORE",SG10,,0.0,,PROCESSED,High Pay,Product PS level 1,Carriage and insurance paid to
IE10_1000054292,CHANGHONG IT INFORMATION PRODUCTS CO. LTD.,LOW,LC07,310068644.0,3700170876,VPLEX,SOFTWARE,CN001,2016-06-26 00:00:00,2016-09-04 00:00:00,2016-09-29 00:00:00,25.0,70.0,Bad,54438,CN,,EMC Std. Sales Order,,"LIN, WEIYA",IE10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
IE10_1000198912,BEYONDWINET CORPORATION,HI,LC06,30766073.0,3700186710,CUSTOMER SERVICE,CS SOFTWARE,CN001,2016-12-15 00:00:00,2017-02-08 00:00:00,2016-12-15 00:00:00,-55.0,55.0,Good,168707,CN,,EMC Std. Sales Order,,"WU, AMY",IE10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
IE10_1000054292,CHANGHONG IT INFORMATION PRODUCTS CO. LTD.,LOW,LC07,310032567.0,3700163378,DATADOMAIN,SOFTWARE,CN001,2016-03-30 00:00:00,2016-06-08 00:00:00,2016-06-16 00:00:00,8.0,70.0,Good,37972,CN,Truck,EMC Std. Sales Order,IE to CN - 5 - 7 Day Ground Direct,"LIU, BIN",IE10,,0.0,,INTERNAL - FULLY PROCESSED,Low Pay,Product PS level 1,Carriage and insurance paid to
SG10_1000511589,CREDIT SUISSE AG SINGAPORE BRANCH,NEW,NT07,30715033.0,4500012758,CUSTOMER SERVICE,CS HARDWARE,SG002,2015-09-30 00:00:00,2015-10-30 00:00:00,2015-11-03 00:00:00,4.0,30.0,Good,283319,SG,,EMC Std. Sales Order,,"SEOW, KIM",SG10,,0.0,,PROCESSED,High Pay,Product PS level 1,Carriage and insurance paid to
KR10_1000033899,"KOLON BENIT CO.,LTD",HI,,,K1610-081,,,KR001,2016-10-28 00:00:00,2016-10-28 00:00:00,2016-11-30 00:00:00,33.0,0.0,Bad,-10380,,,,,,KR10,,,,,Low Pay,,
KR10_1000261973,DIGITAL COS,MED,NT07,40793095.0,4700029337,SYMMETRIX,CS SOFTWARE,KR001,2017-06-30 00:00:00,2017-07-30 00:00:00,2017-07-31 00:00:00,1.0,30.0,Good,11828,KR,,Service and Maint.,,,KR10,,,,,Low Pay,RENEWAL,
KR10_1000482286,"HANIL NETWORKS CO.,LTD",NEW,NT12,40818457.0,4700030502,SYMMETRIX,CS SOFTWARE,KR001,2017-08-31 00:00:00,2017-10-30 00:00:00,2017-09-29 00:00:00,-31.0,60.0,Good,542,KR,,Service and Maint.,,,KR10,,,,,Low Pay,RENEWAL,Ex Works
IE10_1003811160,REDINGTON DISTRIBUTION PTE LTD,HLD,,310066854.0,3700169550,BACKUP AND RECOVERY,SOFTWARE,IE007,2016-11-30 00:00:00,2016-11-30 00:00:00,2016-12-12 00:00:00,12.0,0.0,Good,20,SG,,EMC Std. Sales Order,,"SHAIKH, SHAHID",IE10,,,,,Low Pay,Product PS level 1,Ex Works
MY10_1000227657,FORMIS SYSTEMS & TECHNOLOGY SDN BHD,HI,,,1713807362NREF,,,MY001,2017-05-18 00:00:00,2017-05-18 00:00:00,2017-05-23 00:00:00,5.0,0.0,Good,-1710,,,,,,MY10,,,,,Low Pay,,
IE10_1000054292,CHANGHONG IT INFORMATION PRODUCTS CO. LTD.,LOW,LC07,310032567.0,3700163378,DATADOMAIN,HARDWARE,CN001,2016-03-30 00:00:00,2016-06-08 00:00:00,2016-06-16 00:00:00,8.0,70.0,Good,37972,CN,Truck,EMC Std. Sales Order,IE to CN - 5 - 7 Day Ground Direct,"LIU, BIN",IE10,,0.0,,INTERNAL - FULLY PROCESSED,Low Pay,Product PS level 1,Carriage and insurance paid to
CN10_1003416194,"SHANGHAI KINGSTAR WINNING SOFTWARE CO.,LTD.",NEW,NT07,40622035.0,1050007806,CUSTOMER SERVICE,CS SOFTWARE,CN001,2016-02-16 00:00:00,2016-03-17 00:00:00,2016-02-24 00:00:00,-21.0,30.0,Good,17703,CN,,Service and Maint.,,,CN10,,0.0,,PROCESSED,Low Pay,RENEWAL,
JP10_1000664935,SOFTBANK COMMERCE & SERVICE CORP,LOW,NT15,310375231.0,4000103770,DATADOMAIN,HARDWARE,JP001,2017-08-04 00:00:00,2017-10-18 00:00:00,2017-09-29 00:00:00,-19.0,75.0,Good,8808,JP,Truck,EMC Std. Sales Order,IE to JP - 5 - 7 Day Ground Direct,"ISHIKAWA, YO",JP10,,,,,Low Pay,Product PS level 1,Delivered Duty Paid
JP10_1000249218,JAPAN BUSINESS SYSTEMS INC.,LOW,EO14,40702563.0,4000089866,CUSTOMER SERVICE,CS HARDWARE,JP001,2016-10-08 00:00:00,2016-12-30 00:00:00,2016-12-29 00:00:00,-1.0,83.0,Good,11258,JP,,Service and Maint.,,,JP10,,,,,Low Pay,RENEWAL,Delivered Duty Paid
IE10_1000196276,DIGITAL CHINA TECHNOLOGY LIMITED,LOW,NT10,310163644.0,3700179509,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,CN001,2016-09-28 00:00:00,2016-11-12 00:00:00,2016-12-28 00:00:00,46.0,45.0,Bad,4141,HK,,EMC Std. Sales Order,,"ZHAO, ZHIGUANG",IE10,,,,,Low Pay,Professional Service,Carriage and insurance paid to
KR11_1000361168,INTECH & COMPANY,LOW,LC08,310611259.0,2230018830,SYMSOFTWARE,SOFTWARE,KH001,2018-06-14 00:00:00,2018-09-22 00:00:00,2018-06-26 00:00:00,-88.0,100.0,Good,911787,KR,Truck,EMC Std. Sales Order,IE to KR - 5 - 7 Day Ground Direct,"SHIN, WOO CHUL",KR11,,,,,High Pay,Product PS level 1,Ex Works
JP10_1000155609,TOKYO CENTURY CORPORATION,LOW,NT07,310493692.0,4000110766,CONNECTRIX,HARDWARE,JP001,2018-02-02 00:00:00,2018-03-04 00:00:00,2018-02-02 00:00:00,-30.0,30.0,Good,36351,JP,,Lease Direct Keeper,,"MIYAGAWA, TAKAOMI",JP10,,,,,Low Pay,LEASE,Delivered Duty Paid
KR10_1000008147,SEOUL GUARANTEE INSURANCE COMPANY,LOW,,,K1606-096,,,KR001,2016-06-24 00:00:00,2016-06-24 00:00:00,2016-06-27 00:00:00,3.0,0.0,Good,-2123,,,,,,KR10,,,,,Low Pay,,
KR11_1000031449,NEODIAN TECHNOLOGY,LOW,LC09,310451915.0,2230017384,UNIFIED,HARDWARE,KH001,2017-11-18 00:00:00,2018-04-17 00:00:00,2017-12-27 00:00:00,-110.0,150.0,Good,720999,KR,Air,EMC Std. Sales Order,IE to KR - 4 - 6 Day Air MIT CORK,"HA, WONJONG",KR11,,,,,High Pay,Product PS level 1,Ex Works
JP10_1000217148,DXC TECHNOLOGY JAPAN LLC,LOW,NT07,30596231.0,4000060288,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,JP001,2015-03-23 00:00:00,2015-04-22 00:00:00,2015-04-30 00:00:00,8.0,30.0,Good,745,JP,,EMC Utility Charges,,,JP10,,,,,Low Pay,PS SMS,Delivered Duty Paid
